account_id,customer_id,account_type,account_status,open_date,balance,credit_limit,interest_rate,branch_id,currency
A00000335,C000377,Savings,Frozen,2024-06-12,12043.53,9590.51,0.1971,B027,EUR
A00000336,C000009,Checking,Active,2025-06-24,2918.61,,0.2066,B011,USD
A00000337,C000053,Savings,Active,2023-10-30,16250.8,,0.0529,B027,USD
A00000338,C000115,Savings,Active,2024-04-24,27329.83,,0.0337,B009,GBP
A00000339,C000210,Savings,Active,2025-04-04,20035.47,,0.0406,B019,USD
A00000340,C000104,Investment,Active,2025-01-15,31946.1,3991.27,0.1583,B032,USD
A00000341,C000226,Investment,Active,2022-06-05,40299.82,,0.2404,B044,USD
A00000342,C000181,Checking,Active,2022-06-27,20558.57,5696.6,0.052,B044,USD
A00000343,C000173,Credit,Active,2022-01-05,20140.57,,0.0598,B046,USD
A00000344,C000377,Savings,Active,2022-03-05,43695.73,,0.1167,B037,USD
A00000345,C000091,Savings,Active,2022-12-14,4110.03,9125.11,0.119,B036,EUR
A00000346,C000224,Savings,Active,2023-05-30,-663.56,6166.43,0.1131,B002,GBP
A00000347,C000299,Savings,Active,2022-09-23,30209.85,,0.1141,B039,GBP
A00000348,C000308,Credit,Active,2023-06-11,34489.01,,0.2351,B026,USD
A00000349,C000311,Savings,Active,2025-05-17,47485.7,,0.2496,B008,EUR
A00000350,C000322,Credit,Active,2021-08-11,40720.99,,0.0755,B008,USD
A00000351,C000494,Checking,Active,2023-12-29,32769.18,7937.75,0.0969,B008,USD
A00000352,C000468,Credit,Active,2024-05-30,19219.11,23128.39,0.1187,B022,USD
A00000353,C000085,Investment,Active,2021-08-22,24739.4,,0.1551,B027,GBP
A00000354,C000257,Investment,Active,2025-06-28,46696.17,,0.1394,B048,USD
A00000355,C000036,Checking,Active,2024-08-23,45602.75,17109.87,0.1072,B049,USD
A00000356,C000359,Credit,Active,2020-09-27,9544.0,,0.1066,B024,USD
A00000357,C000149,Savings,Active,2022-08-21,16335.57,,0.0259,B003,GBP
A00000358,C000349,Checking,Frozen,2020-12-01,38399.53,,0.1476,B003,USD
A00000359,C000323,Credit,Active,2024-05-06,30101.06,,0.2473,B034,USD
A00000360,C000131,Savings,Active,2023-09-13,12348.96,9002.14,0.188,B011,USD
A00000361,C000446,Investment,Active,2025-02-09,6086.31,,0.0112,B040,EUR
A00000362,C000056,Checking,Active,2020-10-05,1435.31,,0.2185,B047,EUR
A00000363,C000317,Checking,Active,2024-08-24,39707.11,,0.0349,B001,USD
A00000364,C000031,Credit,Active,2022-11-04,3038.86,7389.74,0.161,B046,USD
A00000365,C000308,Investment,Inactive,2021-08-18,38963.51,22336.29,0.0512,B027,USD
A00000366,C000070,Credit,Active,2020-10-05,34155.14,,0.1876,B012,USD
A00000367,C000109,Investment,Active,2024-02-14,13751.05,13884.84,0.0301,B019,EUR
A00000368,C000142,Savings,Active,2020-11-21,11101.8,,0.1784,B047,EUR
A00000369,C000205,Credit,Active,2021-10-07,8472.96,,0.2373,B028,USD
A00000370,C000091,Checking,Active,2024-11-20,26952.29,,0.0497,B020,EUR
A00000371,C000394,Investment,Active,2025-05-19,46723.04,,0.197,B035,USD
A00000372,C000412,Investment,Active,2022-04-15,-591.47,,0.1223,B046,USD
A00000373,C000223,Savings,Active,2023-09-17,45605.61,,0.1747,B040,USD
A00000374,C000241,Credit,Active,2023-11-23,11022.43,,0.0425,B023,EUR
A00000375,C000123,Investment,Active,2021-11-12,-913.09,,0.084,B042,USD
A00000376,C000391,Investment,Inactive,2023-02-08,27067.37,9827.11,0.1221,B032,USD
A00000377,C000351,Checking,Active,2023-06-26,11246.44,5792.77,0.2185,B022,GBP
A00000378,C000295,Investment,Active,2022-09-17,37938.18,,0.0261,B016,USD
A00000379,C000052,Credit,Active,2022-06-04,20142.75,7976.32,0.1395,B045,USD
A00000380,C000073,Investment,Active,2025-07-24,9072.37,,0.222,B002,USD
A00000381,C000427,Checking,Frozen,2022-03-29,31743.58,,0.0847,B037,USD
A00000382,C000039,Credit,Active,2022-03-29,31670.25,20675.75,0.101,B032,USD
A00000383,C000206,Credit,Active,2025-03-13,45254.49,3003.27,0.2327,B021,USD
A00000384,C000264,Savings,Active,2024-01-01,43948.98,,0.2094,B033,USD
A00000385,C000372,Savings,Active,2022-10-11,29374.92,,0.1464,B046,USD
A00000386,C000435,Investment,Active,2021-10-04,21344.42,,0.0676,B042,USD
A00000387,C000091,Checking,Active,2023-10-02,24306.11,,0.103,B001,GBP
A00000388,C000148,Checking,Active,2023-10-21,46411.21,,0.1871,B005,USD
A00000389,C000021,Savings,Active,2023-01-05,48977.92,,0.012,B029,EUR
A00000390,C000008,Checking,Active,2020-08-10,6228.7,,0.2401,B042,USD
A00000391,C000059,Credit,Active,2023-02-10,-157.69,,0.1013,B039,USD
A00000392,C000103,Investment,Inactive,2020-11-08,7523.72,,0.1853,B012,GBP
A00000393,C000208,Credit,Active,2022-10-18,46998.28,12674.75,0.1323,B050,USD
A00000394,C000490,Investment,Active,2024-03-20,14594.66,,0.2153,B012,USD
A00000395,C000264,Investment,Active,2022-10-25,-756.91,,0.1758,B014,USD
A00000396,C000250,Savings,Active,2021-12-28,41322.94,16383.56,0.1101,B031,USD
A00000397,C000291,Investment,Active,2021-01-11,42693.02,3256.54,0.1396,B008,USD
A00000398,C000236,Credit,Active,2025-07-14,5282.34,,0.02,B014,USD
A00000399,C000299,Credit,Frozen,2022-12-08,6661.94,11049.55,0.2214,B011,GBP
A00000400,C000235,Credit,Active,2023-12-13,2653.2,,0.1908,B037,GBP
A00000401,C000196,Checking,Active,2022-11-14,17799.11,22128.02,0.0479,B022,GBP
A00000402,C000232,Checking,Inactive,2023-06-03,24738.72,,0.0204,B037,USD
A00000403,C000029,Savings,Active,2020-09-17,37170.45,,0.2109,B047,GBP
A00000404,C000377,Checking,Active,2024-11-25,1512.57,,0.0159,B042,USD
A00000405,C000120,Credit,Active,2024-09-18,41452.3,,0.207,B045,USD
A00000406,C000304,Savings,Frozen,2025-05-29,794.83,5728.04,0.1995,B016,USD
A00000407,C000284,Savings,Active,2023-08-31,28393.58,,0.0962,B007,USD
A00000408,C000491,Savings,Active,2020-08-07,49585.93,,0.1931,B031,GBP
A00000409,C000125,Investment,Active,2021-09-08,21389.22,,0.1036,B029,GBP
A00000410,C000421,Savings,Active,2024-07-19,-607.86,,0.0803,B009,USD
A00000411,C000197,Investment,Active,2024-06-06,14534.09,,0.2011,B025,USD
A00000412,C000139,Savings,Active,2023-05-31,19549.6,,0.1017,B005,USD
A00000413,C000347,Credit,Active,2022-02-13,30334.64,13137.73,0.1154,B004,USD
A00000414,C000303,Checking,Active,2022-06-30,-485.06,7520.43,0.2313,B014,USD
A00000415,C000149,Checking,Active,2021-02-10,27035.31,,0.0281,B041,USD
A00000416,C000211,Savings,Inactive,2025-04-25,78.36,,0.0103,B030,EUR
A00000417,C000144,Credit,Active,2023-01-17,13396.65,21959.75,0.1158,B038,USD
A00000418,C000286,Checking,Active,2023-07-06,25524.25,,0.166,B049,GBP
A00000419,C000408,Investment,Active,2025-07-20,18266.01,17412.62,0.108,B012,USD
A00000420,C000030,Credit,Frozen,2021-05-13,4847.64,,0.1664,B015,USD
A00000421,C000260,Checking,Active,2022-08-29,-288.68,,0.0868,B046,USD
A00000422,C000040,Checking,Active,2024-09-26,19957.09,10945.5,0.185,B039,USD
A00000423,C000368,Credit,Active,2024-10-02,46486.91,,0.0605,B023,USD
A00000424,C000221,Savings,Active,2024-02-25,25368.16,,0.0385,B019,EUR
A00000425,C000143,Investment,Active,2020-12-27,24522.03,,0.0355,B013,USD
A00000426,C000467,Checking,Active,2022-05-22,4123.7,5266.16,0.1549,B007,GBP
A00000427,C000267,Credit,Active,2022-12-29,41791.95,,0.1362,B008,EUR
A00000428,C000028,Checking,Active,2021-09-07,1327.74,18893.05,0.07,B022,USD
A00000429,C000304,Investment,Active,2023-09-30,25022.69,19830.19,0.2408,B035,USD
A00000430,C000072,Savings,Active,2025-07-28,10618.1,12884.29,0.1018,B004,USD
A00000431,C000049,Investment,Active,2022-05-27,8183.72,,0.1619,B036,USD
A00000432,C000240,Investment,Frozen,2024-09-28,26809.38,,0.0577,B035,USD
A00000433,C000256,Investment,Active,2023-05-28,16752.35,16561.64,0.1931,B046,USD
A00000434,C000120,Checking,Frozen,2022-05-31,27292.31,13411.75,0.236,B014,USD
A00000435,C000041,Credit,Active,2021-02-08,7807.66,,0.2154,B048,USD
A00000436,C000120,Checking,Active,2025-04-30,14073.77,,0.1215,B041,USD
A00000437,C000076,Credit,Active,2024-09-08,10274.31,,0.2107,B002,EUR
A00000438,C000477,Checking,Active,2022-08-29,20409.49,,0.1562,B016,USD
A00000439,C000004,Checking,Active,2021-02-12,30541.26,3079.59,0.1611,B014,USD
A00000440,C000398,Investment,Inactive,2021-07-22,2597.29,17868.19,0.0355,B044,EUR
A00000441,C000285,Credit,Inactive,2021-05-06,14851.18,,0.1719,B009,EUR
A00000442,C000499,Checking,Inactive,2020-11-26,25632.56,8428.52,0.1356,B005,USD
A00000443,C000274,Investment,Active,2023-04-12,29822.74,7738.85,0.2252,B004,USD
A00000444,C000226,Savings,Inactive,2024-04-25,14763.52,,0.0511,B015,EUR
A00000445,C000210,Savings,Active,2023-07-30,19590.9,24327.63,0.0279,B001,GBP
A00000446,C000496,Credit,Active,2023-02-14,45992.2,,0.1245,B045,USD
A00000447,C000100,Checking,Inactive,2021-01-06,457.45,,0.1777,B025,USD
A00000448,C000422,Investment,Active,2024-04-13,21331.61,14093.08,0.0971,B036,USD
A00000449,C000432,Credit,Active,2024-08-14,11759.73,,0.1902,B004,EUR
A00000450,C000157,Investment,Active,2023-01-29,43086.18,,0.1196,B011,EUR
A00000451,C000163,Investment,Frozen,2023-12-22,18589.03,,0.0768,B044,USD
A00000452,C000203,Investment,Active,2022-01-30,3851.5,,0.2002,B008,GBP
A00000453,C000421,Checking,Active,2025-01-01,46797.04,13535.42,0.1677,B045,USD
A00000454,C000270,Savings,Active,2022-11-13,28053.6,,0.1515,B012,EUR
A00000455,C000453,Investment,Active,2022-12-14,35793.33,,0.0928,B027,USD
A00000456,C000015,Savings,Active,2023-06-28,43459.42,,0.1607,B042,USD
A00000457,C000025,Investment,Active,2023-03-11,20986.84,,0.1759,B034,EUR
A00000458,C000098,Checking,Active,2024-10-03,9411.88,,0.0487,B039,EUR
A00000459,C000431,Investment,Active,2025-06-12,10061.65,,0.0397,B045,USD
A00000460,C000365,Savings,Active,2025-03-06,28729.9,,0.0621,B037,USD
A00000461,C000004,Checking,Active,2025-07-23,46547.53,,0.0927,B020,EUR
A00000462,C000471,Checking,Active,2025-03-08,14505.98,,0.1138,B048,USD
A00000463,C000428,Credit,Active,2021-04-12,23910.6,,0.206,B039,USD
A00000464,C000167,Checking,Active,2022-04-30,45771.08,,0.1453,B018,USD
A00000465,C000203,Checking,Active,2023-07-11,37897.71,,0.1339,B013,EUR
A00000466,C000216,Credit,Active,2024-09-19,26579.93,,0.1081,B027,USD
A00000467,C000359,Savings,Active,2024-08-06,21698.87,,0.2225,B030,GBP
A00000468,C000235,Credit,Active,2024-02-03,19963.46,,0.1469,B020,GBP
A00000469,C000404,Savings,Active,2023-05-04,30761.94,,0.0753,B035,USD
A00000470,C000237,Checking,Active,2021-01-07,12503.88,,0.0719,B011,EUR
A00000471,C000386,Investment,Active,2023-08-16,946.79,,0.2439,B022,GBP
A00000472,C000021,Credit,Active,2022-07-18,12541.14,,0.1382,B035,EUR
A00000473,C000409,Investment,Active,2021-04-03,48007.6,,0.2173,B007,USD
A00000474,C000294,Checking,Inactive,2021-08-15,9245.98,,0.1152,B018,EUR
A00000475,C000042,Credit,Inactive,2021-03-28,119.51,21071.37,0.2057,B035,EUR
A00000476,C000109,Savings,Active,2021-08-30,37977.61,22535.01,0.014,B025,USD
A00000477,C000244,Investment,Active,2025-06-03,8996.99,,0.1156,B049,USD
A00000478,C000211,Savings,Active,2020-11-13,10588.97,16860.27,0.0128,B020,USD
A00000479,C000152,Credit,Active,2021-06-30,24500.55,,0.0698,B049,USD
A00000480,C000033,Checking,Inactive,2025-08-02,29287.19,15431.44,0.1449,B007,USD
A00000481,C000411,Savings,Active,2022-02-14,45033.43,,0.0107,B040,USD
A00000482,C000446,Credit,Active,2021-11-26,20387.96,,0.1532,B024,USD
A00000483,C000386,Checking,Active,2022-10-20,41838.06,,0.2427,B021,USD
A00000484,C000204,Savings,Active,2022-07-15,48944.24,,0.1528,B010,USD
A00000485,C000178,Investment,Active,2025-05-08,42900.99,,0.0924,B002,USD
A00000486,C000029,Credit,Active,2022-03-09,2758.64,,0.2123,B050,USD
A00000487,C000122,Checking,Inactive,2022-10-13,18092.97,,0.0475,B024,USD
A00000488,C000411,Savings,Active,2024-08-22,4794.28,,0.1464,B036,USD
A00000489,C000359,Checking,Active,2023-02-19,22433.67,6443.87,0.1247,B026,EUR
A00000490,C000015,Investment,Active,2024-08-21,33260.4,22384.95,0.077,B039,USD
A00000491,C000398,Savings,Active,2022-06-14,22740.93,,0.23,B027,USD
A00000492,C000314,Credit,Inactive,2024-07-29,18786.35,,0.0591,B012,USD
A00000493,C000496,Credit,Active,2024-05-29,6966.68,,0.1448,B033,GBP
A00000494,C000373,Checking,Inactive,2021-07-10,21506.69,,0.1621,B019,USD
A00000495,C000177,Credit,Active,2020-08-20,21388.42,,0.2072,B024,USD
A00000496,C000357,Savings,Active,2021-09-28,21870.52,10262.06,0.1735,B042,USD
A00000497,C000287,Credit,Active,2025-08-04,16639.47,13512.92,0.2441,B014,USD
A00000498,C000045,Investment,Active,2022-01-29,19058.6,16049.57,0.0757,B036,GBP
A00000499,C000341,Investment,Active,2022-02-12,21692.23,,0.0572,B029,USD
A00000500,C000040,Checking,Active,2024-12-07,25717.57,,0.1963,B012,USD
A00000501,C000448,Investment,Frozen,2020-11-06,43619.16,,0.1313,B034,USD
A00000502,C000225,Credit,Active,2022-04-06,7910.57,17465.16,0.0173,B021,USD
A00000503,C000496,Credit,Active,2023-04-03,6356.31,6021.81,0.1952,B022,USD
A00000504,C000370,Investment,Inactive,2024-06-02,38366.85,,0.0306,B005,USD
A00000505,C000037,Savings,Active,2022-11-22,5393.2,,0.164,B031,USD
A00000506,C000273,Investment,Active,2025-06-17,20787.66,,0.231,B017,USD
A00000507,C000210,Checking,Active,2025-04-03,4226.71,19390.07,0.094,B016,USD
A00000508,C000238,Checking,Active,2021-04-14,44767.38,,0.0987,B011,USD
A00000509,C000158,Checking,Active,2024-02-29,12411.1,,0.2261,B022,USD
A00000510,C000337,Credit,Active,2020-12-12,27623.0,,0.2423,B013,GBP
A00000511,C000059,Investment,Active,2022-03-08,6118.26,,0.0532,B030,EUR
A00000512,C000043,Savings,Active,2022-04-25,24524.81,2974.33,0.0767,B034,USD
A00000513,C000369,Credit,Active,2021-07-04,33974.3,,0.0899,B029,USD
A00000514,C000127,Credit,Active,2024-11-05,10046.4,,0.0649,B039,USD
A00000515,C000066,Checking,Active,2023-02-10,40988.77,10365.45,0.2048,B017,USD
A00000516,C000128,Credit,Active,2024-04-26,31697.87,,0.1036,B034,EUR
A00000517,C000255,Savings,Active,2022-09-25,49005.31,,0.0858,B018,EUR
A00000518,C000219,Savings,Active,2022-10-27,44936.21,2279.97,0.0445,B020,USD
A00000519,C000313,Credit,Active,2022-04-22,26632.18,,0.017,B004,USD
A00000520,C000477,Checking,Active,2024-12-06,22835.92,2311.77,0.11,B028,USD
A00000521,C000369,Credit,Active,2025-04-27,26127.8,,0.1428,B012,GBP
A00000522,C000138,Credit,Active,2024-06-10,47901.02,4415.42,0.1372,B018,EUR
A00000523,C000352,Checking,Active,2022-05-03,7810.6,,0.069,B037,EUR
A00000524,C000302,Checking,Active,2024-02-07,6305.18,23981.55,0.0278,B042,USD
A00000525,C000071,Credit,Active,2021-03-31,18547.38,8792.94,0.2117,B046,USD
A00000526,C000170,Savings,Frozen,2021-07-05,23916.3,13898.2,0.2275,B032,USD
A00000527,C000040,Checking,Active,2024-02-10,9487.74,18408.95,0.0164,B016,USD
A00000528,C000447,Investment,Active,2021-09-12,13633.65,12224.87,0.0716,B035,USD
A00000529,C000140,Savings,Active,2023-03-07,2155.11,,0.0601,B014,GBP
A00000530,C000279,Credit,Active,2022-05-24,11378.01,,0.2401,B031,USD
A00000531,C000383,Credit,Active,2024-09-11,26441.16,11147.85,0.1885,B049,USD
A00000532,C000492,Investment,Active,2022-01-09,6068.4,22876.76,0.1733,B006,USD
A00000533,C000488,Credit,Inactive,2022-04-22,24592.82,,0.1865,B011,USD
A00000534,C000011,Investment,Active,2023-01-27,12628.98,19613.28,0.0892,B002,USD
A00000535,C000231,Checking,Active,2022-10-11,41412.32,,0.1853,B047,USD
A00000536,C000332,Savings,Active,2021-04-29,14306.61,,0.2063,B020,EUR
A00000537,C000487,Investment,Active,2025-01-01,29726.96,,0.0347,B008,USD
A00000538,C000387,Investment,Active,2023-01-14,41525.04,17170.62,0.0413,B011,USD
A00000539,C000152,Credit,Active,2021-07-12,39921.38,,0.1473,B018,GBP
A00000540,C000271,Credit,Active,2021-07-12,9900.01,1301.45,0.1474,B013,EUR
A00000541,C000285,Credit,Active,2021-08-02,23287.86,,0.1735,B045,EUR
A00000542,C000180,Checking,Active,2021-07-03,24034.66,4710.74,0.0834,B008,EUR
A00000543,C000089,Savings,Active,2024-10-26,21382.05,21498.49,0.2391,B036,USD
A00000544,C000128,Investment,Frozen,2024-06-28,46622.35,,0.1814,B020,USD
A00000545,C000253,Checking,Active,2025-03-23,30874.48,,0.1805,B001,EUR
A00000546,C000350,Checking,Active,2024-11-20,19639.29,,0.0741,B048,USD
A00000547,C000365,Savings,Active,2024-06-11,6320.85,,0.1992,B012,USD
A00000548,C000040,Checking,Inactive,2023-08-15,49379.16,,0.1748,B001,USD
A00000549,C000447,Savings,Active,2025-03-19,49395.32,,0.0415,B011,USD
A00000550,C000301,Savings,Active,2023-11-27,17327.36,,0.0218,B037,USD
A00000551,C000150,Investment,Active,2024-01-14,42313.82,21380.35,0.2175,B019,USD
A00000552,C000275,Savings,Active,2020-08-12,22755.08,,0.1457,B047,USD
A00000553,C000063,Investment,Active,2024-03-04,1243.01,,0.0878,B048,USD
A00000554,C000272,Credit,Active,2020-08-31,20910.04,12156.27,0.2307,B008,USD
A00000555,C000123,Credit,Active,2022-12-19,34124.7,,0.0917,B026,EUR
A00000556,C000488,Savings,Active,2024-05-06,22613.87,,0.0246,B045,USD
A00000557,C000179,Savings,Active,2024-11-04,13044.61,24293.32,0.1126,B017,EUR
A00000558,C000326,Credit,Active,2020-09-13,14288.8,,0.1009,B026,EUR
A00000559,C000478,Credit,Active,2022-05-14,42702.78,4979.77,0.1312,B001,USD
A00000560,C000479,Checking,Active,2023-09-25,4596.75,,0.2412,B017,USD
A00000561,C000262,Credit,Active,2021-10-09,3978.67,,0.0677,B012,USD
A00000562,C000093,Savings,Active,2022-02-04,35900.33,,0.1401,B015,USD
A00000563,C000219,Savings,Active,2020-11-06,6205.58,,0.183,B018,USD
A00000564,C000060,Credit,Active,2022-08-23,23006.46,,0.1208,B027,GBP
A00000565,C000224,Checking,Active,2021-01-04,32226.05,22292.48,0.1536,B008,USD
A00000566,C000196,Savings,Active,2025-05-16,12674.63,,0.0673,B014,USD
A00000567,C000106,Credit,Active,2022-03-24,28472.79,4081.47,0.2429,B042,USD
A00000568,C000494,Savings,Active,2022-01-08,15321.61,,0.162,B044,USD
A00000569,C000333,Checking,Active,2023-10-05,17897.4,,0.1206,B007,GBP
A00000570,C000109,Checking,Active,2023-03-28,37878.53,,0.1424,B013,USD
A00000571,C000341,Credit,Active,2023-11-20,18796.29,,0.0867,B007,USD
A00000572,C000324,Checking,Active,2024-10-22,17710.33,,0.1723,B007,USD
A00000573,C000159,Savings,Active,2021-02-02,7202.82,,0.0772,B021,USD
A00000574,C000034,Investment,Inactive,2022-12-03,47921.97,,0.0699,B032,USD
A00000575,C000035,Checking,Active,2022-11-02,8822.21,8068.42,0.1838,B037,USD
A00000576,C000095,Investment,Active,2021-07-03,3029.72,4739.06,0.1031,B042,USD
A00000577,C000240,Credit,Active,2024-07-12,38503.98,,0.1553,B040,EUR
A00000578,C000223,Checking,Active,2021-09-26,24777.17,,0.1032,B040,GBP
A00000579,C000197,Investment,Inactive,2023-08-31,4116.82,,0.2163,B012,USD
A00000580,C000067,Checking,Active,2020-11-05,49337.2,,0.1134,B015,USD
A00000581,C000415,Savings,Active,2024-07-09,24145.51,5756.77,0.1006,B008,GBP
A00000582,C000297,Savings,Active,2023-01-10,29178.83,,0.0327,B044,USD
A00000583,C000338,Investment,Active,2024-03-18,19129.36,,0.0701,B021,USD
A00000584,C000409,Investment,Inactive,2024-07-08,33042.68,1687.6,0.2042,B050,USD
A00000585,C000390,Savings,Active,2025-06-25,16499.46,,0.0231,B013,EUR
A00000586,C000180,Checking,Active,2021-10-19,35106.33,,0.0984,B041,GBP
A00000587,C000126,Credit,Active,2024-04-24,30472.39,,0.2169,B033,USD
A00000588,C000432,Savings,Active,2024-12-19,27433.72,,0.2311,B039,EUR
A00000589,C000463,Savings,Active,2022-03-08,49415.27,,0.213,B029,USD
A00000590,C000108,Credit,Active,2021-08-30,28730.23,,0.2044,B009,GBP
A00000591,C000257,Checking,Inactive,2022-07-04,3535.65,,0.0306,B032,USD
A00000592,C000049,Checking,Active,2021-04-30,13509.0,24142.45,0.1279,B015,USD
A00000593,C000256,Credit,Active,2025-07-03,37599.74,12369.41,0.1572,B033,USD
A00000594,C000271,Checking,Active,2021-11-09,2170.64,,0.2204,B006,USD
A00000595,C000031,Savings,Active,2021-06-01,13090.61,,0.0144,B001,USD
A00000596,C000373,Savings,Active,2022-03-23,38310.85,,0.0361,B043,USD
A00000597,C000443,Checking,Active,2023-10-21,22769.62,,0.0453,B019,USD
A00000598,C000230,Investment,Frozen,2023-03-28,15437.48,18554.36,0.188,B020,USD
A00000599,C000294,Checking,Active,2022-02-08,34102.32,,0.2089,B014,GBP
A00000600,C000484,Credit,Active,2023-05-14,21599.56,,0.0207,B041,GBP
A00000601,C000054,Credit,Active,2023-06-27,36848.67,,0.1548,B045,USD
A00000602,C000386,Checking,Inactive,2020-12-31,39205.86,13532.12,0.0415,B048,USD
A00000603,C000217,Checking,Active,2020-08-16,26269.28,,0.1494,B035,EUR
A00000604,C000070,Investment,Active,2024-02-03,33858.89,,0.1024,B037,EUR
A00000605,C000447,Savings,Active,2025-04-08,48882.32,,0.1718,B044,EUR
A00000606,C000416,Investment,Active,2023-07-10,18218.32,,0.2272,B019,GBP
A00000607,C000376,Investment,Active,2024-06-23,29454.22,,0.2388,B039,GBP
A00000608,C000238,Investment,Active,2024-03-27,9910.99,,0.2034,B033,USD
A00000609,C000463,Investment,Active,2022-09-23,36350.68,,0.0419,B042,EUR
A00000610,C000400,Investment,Active,2021-04-01,44944.94,,0.077,B050,USD
A00000611,C000048,Savings,Active,2025-04-19,27681.86,,0.0911,B004,USD
A00000612,C000331,Credit,Active,2025-07-19,19534.59,,0.1913,B010,USD
A00000613,C000236,Savings,Active,2023-10-12,11675.78,8974.48,0.2016,B044,USD
A00000614,C000086,Checking,Frozen,2023-03-31,49142.36,,0.2362,B038,USD
A00000615,C000178,Credit,Active,2025-07-25,43402.54,,0.1584,B014,USD
A00000616,C000268,Savings,Active,2024-12-09,33867.58,,0.1857,B047,USD
A00000617,C000356,Checking,Active,2020-11-05,8609.59,,0.0299,B048,USD
A00000618,C000396,Credit,Active,2022-03-19,3015.54,,0.0845,B030,USD
A00000619,C000280,Credit,Active,2025-05-01,19247.01,17878.27,0.1911,B011,USD
A00000620,C000271,Credit,Active,2022-01-14,18233.71,11139.85,0.2093,B047,EUR
A00000621,C000497,Credit,Active,2023-09-19,46607.64,,0.197,B050,USD
A00000622,C000234,Savings,Active,2025-07-28,24777.83,,0.1443,B032,USD
A00000623,C000456,Savings,Active,2025-06-06,4153.19,,0.1056,B029,USD
A00000624,C000347,Checking,Active,2022-05-24,5057.21,7426.32,0.0901,B040,USD
A00000625,C000307,Savings,Active,2024-03-05,1298.67,,0.2284,B039,USD
A00000626,C000343,Checking,Active,2024-12-19,3017.26,14326.11,0.1655,B003,USD
A00000627,C000098,Credit,Active,2020-12-03,43270.24,,0.1237,B019,USD
A00000628,C000500,Investment,Inactive,2025-02-22,12094.91,10784.93,0.2365,B024,USD
A00000629,C000044,Savings,Frozen,2020-08-21,42828.31,,0.0917,B038,USD
A00000630,C000407,Credit,Active,2024-10-13,3443.37,,0.1075,B002,USD
A00000631,C000196,Savings,Active,2025-01-10,20015.52,,0.1059,B002,USD
A00000632,C000480,Credit,Active,2023-06-15,15604.37,,0.0861,B042,USD
A00000633,C000291,Checking,Active,2024-04-28,10781.14,1472.33,0.1043,B028,USD
A00000634,C000433,Investment,Active,2022-05-26,30878.29,,0.0599,B005,USD
A00000635,C000176,Savings,Active,2024-11-03,42671.12,,0.114,B050,USD
A00000636,C000351,Credit,Active,2023-07-18,45786.16,,0.1705,B013,GBP
A00000637,C000377,Checking,Active,2023-05-29,13141.65,,0.1009,B014,USD
A00000638,C000308,Credit,Active,2024-10-14,19605.44,22701.64,0.0447,B030,USD
A00000639,C000018,Credit,Active,2023-12-17,28725.28,,0.113,B050,USD
A00000640,C000386,Savings,Frozen,2025-03-11,12529.34,,0.0162,B040,USD
A00000641,C000295,Savings,Active,2024-04-21,17480.98,,0.0328,B025,EUR
A00000642,C000123,Savings,Active,2024-03-14,40730.06,,0.0405,B038,GBP
A00000643,C000069,Investment,Active,2023-01-04,37086.19,24576.52,0.2171,B039,USD
A00000644,C000151,Checking,Active,2021-05-15,38234.34,,0.0609,B002,USD
A00000645,C000446,Savings,Active,2022-01-29,4746.41,23167.34,0.1674,B011,USD
A00000646,C000060,Investment,Active,2025-06-22,3553.34,,0.0394,B046,USD
A00000647,C000005,Investment,Active,2025-01-17,3354.43,,0.1571,B010,USD
A00000648,C000485,Credit,Active,2022-02-09,11694.17,5950.2,0.2274,B016,USD
A00000649,C000086,Investment,Active,2023-05-11,35636.22,,0.1775,B041,USD
A00000650,C000140,Checking,Active,2024-12-26,4280.04,,0.1696,B006,EUR
A00000651,C000220,Savings,Active,2024-08-15,30104.49,13867.91,0.0409,B019,USD
A00000652,C000083,Checking,Active,2022-11-04,18145.13,,0.0109,B034,USD
A00000653,C000329,Credit,Active,2024-01-18,34517.37,,0.1683,B042,USD
A00000654,C000119,Savings,Frozen,2020-10-23,7281.33,,0.2399,B017,USD
A00000655,C000222,Savings,Active,2024-11-12,43406.37,,0.1043,B048,USD
A00000656,C000175,Credit,Active,2024-01-17,16460.14,13515.42,0.1264,B035,USD
A00000657,C000178,Checking,Active,2025-04-26,22745.43,,0.1163,B020,USD
A00000658,C000138,Checking,Active,2020-09-10,22370.36,18571.06,0.1028,B021,USD
A00000659,C000180,Savings,Active,2024-06-04,11582.88,8173.75,0.0745,B035,EUR
A00000660,C000143,Credit,Active,2022-02-06,47477.71,,0.2306,B049,USD
A00000661,C000358,Investment,Active,2023-10-02,46026.68,4270.98,0.1405,B008,EUR
A00000662,C000343,Investment,Active,2025-03-09,20824.74,20000.89,0.0101,B046,USD
A00000663,C000089,Savings,Active,2021-02-05,8954.66,,0.1165,B008,USD
A00000664,C000444,Credit,Active,2025-03-16,23272.19,7007.73,0.242,B028,USD
A00000665,C000089,Savings,Active,2024-07-13,37325.3,,0.1848,B036,EUR
A00000666,C000261,Savings,Active,2023-12-03,23170.51,,0.011,B033,USD
A00000667,C000094,Savings,Frozen,2023-06-17,28593.89,5246.46,0.0376,B042,EUR
A00000668,C000304,Credit,Active,2020-12-04,8972.04,,0.0722,B037,USD
A00000669,C000026,Savings,Active,2023-06-11,38705.9,21300.94,0.1492,B011,USD
