product_id,product_name,category,brand,price,cost,weight_kg,dimensions,color,material,launch_date,is_active
P000199,Progressive optimal data-warehouse,Electronics,"Vaughn, Stewart and Espinoza",392.08,367.63,9.69,36x41x17,White,Wood,2024-03-14,False
P000200,Object-based dynamic capacity,Electronics,Wright and Sons,830.52,395.42,5.82,24x20x19,DarkCyan,Plastic,2024-11-05,True
P000201,Customizable national throughput,Books,Berg-Cervantes,29.88,134.26,1.14,31x20x17,Green,Metal,2024-11-26,True
P000202,Re-engineered even-keeled access,Sports,"Burton, Powell and Anderson",942.42,489.13,3.45,49x40x5,PaleGreen,Cotton,2022-09-06,True
P000203,Optional actuating utilization,Sports,Cantu-Nichols,890.86,82.77,1.1,23x22x18,Indigo,Leather,2024-11-22,True
P000204,Universal zero administration application,Beauty,"James, Brown and Moore",288.71,122.59,0.59,46x45x20,Purple,Metal,2025-01-12,True
P000205,Total zero tolerance intranet,Books,Thomas PLC,13.78,48.38,8.26,50x48x20,Purple,Metal,2023-10-01,True
P000206,Multi-channeled full-range moratorium,Electronics,"Gray, Melton and Rocha",214.88,320.9,9.77,40x17x14,LightGreen,Cotton,2024-02-13,False
P000207,Front-line non-volatile customer loyalty,Home & Garden,Clark-Hansen,895.93,136.18,6.45,34x21x16,Thistle,Cotton,2023-12-04,True
P000208,Assimilated even-keeled matrices,Clothing,Hughes-Valenzuela,451.32,135.33,4.7,24x27x6,PapayaWhip,Metal,2023-08-02,True
P000209,Streamlined stable focus group,Electronics,Martinez-Chan,671.46,405.05,4.2,47x24x6,MediumSeaGreen,Cotton,2023-01-31,False
P000210,Multi-lateral content-based Graphic Interface,Sports,Gregory Inc,690.2,468.5,5.77,25x40x14,Azure,Plastic,2025-08-02,False
P000211,Configurable modular encoding,Toys,Finley-Marks,717.16,253.54,9.01,46x49x9,Magenta,Plastic,2023-01-02,False
P000212,Right-sized upward-trending firmware,Clothing,"Phillips, Anderson and Houston",949.57,87.75,2.2,22x18x6,PaleVioletRed,Cotton,2023-02-21,True
P000213,Multi-tiered modular open architecture,Beauty,Small PLC,441.04,498.65,6.31,48x26x15,PaleGoldenRod,Leather,2024-01-29,True
P000214,Profit-focused 24/7 protocol,Electronics,King-Guzman,394.22,201.69,3.33,27x43x19,GhostWhite,Plastic,2024-09-06,False
P000215,Virtual clear-thinking definition,Electronics,Hansen-Weaver,420.3,78.36,5.92,16x16x8,AntiqueWhite,Wood,2023-03-06,True
P000216,Devolved 4thgeneration portal,Home & Garden,Short-Hill,271.5,329.12,5.76,40x12x10,MediumOrchid,Wood,2022-11-21,False
P000217,Open-architected systematic Graphic Interface,Clothing,"Jenkins, West and Palmer",622.06,342.0,4.08,35x31x12,White,Plastic,2023-11-04,False
P000218,Compatible didactic ability,Books,Beck Inc,898.06,15.02,8.19,29x29x13,Snow,Cotton,2023-12-26,True
P000219,Multi-layered disintermediate circuit,Toys,Sharp and Sons,235.68,153.74,7.46,30x27x18,SteelBlue,Polyester,2024-11-28,True
P000220,Switchable bandwidth-monitored moratorium,Clothing,Schneider LLC,447.3,457.15,4.13,41x43x16,AliceBlue,Plastic,2022-09-22,True
P000221,Profit-focused exuding support,Electronics,Sims-Moreno,318.01,255.86,1.44,43x46x5,PeachPuff,Metal,2022-10-11,True
P000222,Enhanced multi-state approach,Toys,Diaz Group,208.72,33.53,0.43,13x33x11,BlanchedAlmond,Wood,2023-03-15,True
P000223,Versatile 6thgeneration approach,Toys,Simmons-Ellis,469.58,201.49,9.24,11x25x16,RosyBrown,Cotton,2023-08-09,False
P000224,Robust upward-trending superstructure,Clothing,Henson and Sons,960.92,239.92,5.56,32x20x13,SandyBrown,Leather,2022-10-19,True
P000225,Compatible fault-tolerant contingency,Books,"Salazar, Moore and Lewis",37.18,29.58,8.55,23x24x12,MediumVioletRed,Leather,2024-07-26,True
P000226,Proactive motivating Graphical User Interface,Books,"Solis, Moreno and Jones",655.07,259.07,8.66,10x40x9,DeepPink,Leather,2024-03-14,True
P000227,Integrated asynchronous secured line,Sports,"Craig, Phillips and Rice",802.86,115.77,6.12,29x27x18,AntiqueWhite,Cotton,2024-01-19,True
P000228,Integrated executive implementation,Home & Garden,Sawyer-Edwards,259.48,236.02,6.8,49x35x8,Moccasin,Plastic,2022-11-28,True
P000229,Customizable zero-defect software,Sports,"Aguilar, Kim and Hardy",650.87,306.48,3.05,16x40x7,DarkCyan,Wood,2024-07-13,True
P000230,Fundamental executive model,Beauty,Valencia-Davis,331.89,142.06,6.6,29x22x9,Moccasin,Polyester,2024-02-04,True
P000231,De-engineered human-resource budgetary management,Electronics,Cole PLC,807.38,402.17,6.04,30x18x5,MediumBlue,Leather,2025-06-14,False
P000232,Fundamental solution-oriented workforce,Books,"Barnes, Mejia and Oconnor",266.83,212.19,3.94,12x47x11,DarkBlue,Wood,2024-11-04,True
P000233,Right-sized systemic hardware,Beauty,Flores-Miranda,539.29,393.52,9.07,32x42x14,Sienna,Metal,2025-02-19,True
P000234,Integrated global Internet solution,Books,"Wallace, Conrad and Schultz",106.63,68.33,2.66,45x21x15,Azure,Leather,2023-11-24,True
P000235,Multi-channeled neutral infrastructure,Clothing,"Cummings, Moore and Charles",361.73,373.38,3.14,31x33x13,Lime,Polyester,2025-01-25,True
P000236,Fully-configurable client-driven contingency,Home & Garden,Li LLC,852.7,237.92,8.68,47x47x7,Yellow,Cotton,2024-03-18,True
P000237,Re-engineered transitional migration,Sports,"Smith, Miller and Chavez",128.62,341.95,5.35,36x13x9,Coral,Metal,2023-09-21,True
P000238,Re-engineered dynamic synergy,Books,"Martinez, Patterson and Pena",415.1,286.85,9.08,39x19x15,SandyBrown,Leather,2025-03-07,True
P000239,Organized tangible capability,Toys,Herring-Lopez,90.0,169.65,9.87,30x50x6,Salmon,Plastic,2025-04-30,False
P000240,Synergized heuristic application,Books,"Braun, Miller and Randolph",217.29,387.9,5.81,20x41x7,Gray,Metal,2023-07-31,False
P000241,Team-oriented modular alliance,Beauty,"Martinez, Ball and Elliott",435.12,217.37,4.83,10x12x11,Tomato,Leather,2023-10-14,True
P000242,Expanded static approach,Electronics,Donovan Inc,893.09,379.64,5.36,11x10x12,MediumAquaMarine,Metal,2023-08-29,True
P000243,Universal transitional monitoring,Books,"Johnson, Richard and Murphy",137.64,194.86,5.93,20x14x6,Pink,Wood,2023-07-05,True
P000244,Business-focused value-added secured line,Home & Garden,"Bowen, Moran and White",730.55,300.2,3.44,18x31x20,MediumSpringGreen,Wood,2024-04-27,True
P000245,Self-enabling 3rdgeneration protocol,Clothing,Jones-Johns,948.6,459.51,4.09,24x24x9,GhostWhite,Metal,2024-12-20,True
P000246,Right-sized needs-based core,Sports,Espinoza Inc,509.59,65.97,7.14,12x34x13,Moccasin,Polyester,2025-03-03,True
P000247,Customizable empowering knowledge user,Sports,Heath Ltd,994.73,332.68,6.57,11x13x8,LemonChiffon,Cotton,2024-11-22,False
P000248,Team-oriented mobile Local Area Network,Home & Garden,"Benjamin, Scott and Hood",132.36,130.11,7.05,23x50x5,PapayaWhip,Wood,2023-10-25,False
P000249,Digitized optimal info-mediaries,Beauty,Farley Inc,109.97,262.55,6.27,18x36x8,DarkKhaki,Polyester,2023-10-31,True
P000250,Sharable disintermediate array,Books,Gibson-Johnson,122.87,57.6,2.07,22x26x11,Gold,Wood,2024-11-20,False
P000251,Up-sized fresh-thinking algorithm,Books,Brown-Campos,168.77,276.33,9.11,40x31x12,Purple,Plastic,2023-01-24,True
P000252,Digitized local budgetary management,Beauty,Taylor-Harris,98.11,59.66,5.78,41x19x7,SeaGreen,Polyester,2023-01-27,True
P000253,Stand-alone methodical product,Beauty,Stark-Mendez,726.34,452.87,6.48,39x28x13,Gainsboro,Cotton,2024-07-30,True
P000254,Up-sized even-keeled adapter,Electronics,Johnson Group,815.05,437.7,8.54,33x30x18,BlueViolet,Leather,2022-08-31,True
P000255,Multi-lateral dynamic help-desk,Electronics,Carroll Ltd,852.73,445.69,0.2,18x20x15,DarkOrchid,Wood,2025-07-06,False
P000256,Team-oriented radical help-desk,Sports,Mccall Ltd,275.63,367.87,3.79,31x21x8,SlateBlue,Cotton,2023-12-28,False
P000257,Programmable content-based parallelism,Home & Garden,Wright LLC,279.11,195.93,8.52,36x20x8,SandyBrown,Metal,2022-08-30,True
P000258,Synergized upward-trending definition,Toys,Haney-Williams,167.8,210.93,5.95,46x38x10,LightGoldenRodYellow,Polyester,2024-11-10,False
P000259,Digitized bifurcated artificial intelligence,Toys,Shepherd PLC,365.01,19.26,6.88,18x40x20,Silver,Plastic,2022-12-02,False
P000260,Devolved system-worthy circuit,Home & Garden,"Owen, Richard and Carpenter",55.51,134.5,3.21,43x46x12,LightSlateGray,Leather,2023-10-27,True
P000261,Proactive homogeneous knowledge user,Sports,"Hill, Lopez and Guerrero",527.87,351.79,1.04,25x40x16,Violet,Leather,2025-01-17,False
P000262,Switchable 4thgeneration methodology,Clothing,"Kelly, Long and Smith",840.64,281.38,9.88,13x10x10,PapayaWhip,Polyester,2023-06-15,False
P000263,Total didactic throughput,Toys,Ortiz-Thornton,500.88,86.87,7.54,30x25x15,Yellow,Wood,2025-07-31,True
P000264,Mandatory next generation product,Sports,Taylor and Sons,230.48,323.44,4.09,25x15x19,MediumVioletRed,Cotton,2023-08-12,False
P000265,Assimilated scalable info-mediaries,Electronics,Luna Inc,858.02,226.3,1.28,41x11x8,Bisque,Cotton,2024-04-14,False
P000266,Cross-group holistic system engine,Electronics,Dixon-Castro,561.56,5.08,1.0,48x49x14,DarkGreen,Polyester,2022-10-24,True
P000267,Up-sized 4thgeneration definition,Beauty,Long and Sons,674.76,475.43,3.7,13x24x19,DarkCyan,Wood,2025-07-31,False
P000268,User-centric mission-critical attitude,Beauty,"Johnson, Strong and Mitchell",660.6,359.38,1.23,24x10x15,Lavender,Wood,2024-06-23,True
P000269,Right-sized bottom-line application,Sports,"Collins, Ware and Strong",526.77,352.54,0.55,20x41x9,GhostWhite,Leather,2025-03-28,False
P000270,Versatile 5thgeneration core,Electronics,"Sanders, Kirk and Guzman",261.75,101.98,1.3,35x23x19,DarkViolet,Metal,2023-07-04,True
P000271,Polarized context-sensitive strategy,Electronics,"Melendez, Krause and Harding",759.58,28.02,6.37,47x17x19,PaleGoldenRod,Cotton,2023-03-26,True
P000272,Sharable leadingedge monitoring,Home & Garden,"Bishop, Hicks and Ryan",14.29,369.43,5.58,37x47x20,MediumSeaGreen,Polyester,2023-11-09,True
P000273,Networked maximized productivity,Beauty,Wright-Humphrey,582.77,366.59,1.37,34x48x15,Navy,Polyester,2024-08-23,False
P000274,Persistent multi-tasking secured line,Home & Garden,Johnson PLC,979.71,458.38,7.65,27x35x15,DimGray,Wood,2024-01-21,False
P000275,Quality-focused transitional forecast,Toys,"Gonzalez, Marshall and Clark",142.04,209.31,7.03,42x29x15,Turquoise,Leather,2024-08-26,True
P000276,Digitized real-time process improvement,Clothing,Stephenson LLC,217.62,358.62,6.9,18x21x15,HoneyDew,Leather,2024-05-09,True
P000277,Distributed multimedia knowledge user,Toys,Woods-Fox,358.72,242.78,5.75,36x44x14,PaleTurquoise,Cotton,2022-12-17,True
P000278,Function-based directional contingency,Sports,"Anderson, Swanson and Turner",115.41,193.53,0.63,13x22x13,GreenYellow,Metal,2023-12-20,True
P000279,Triple-buffered modular extranet,Beauty,"Lee, Frost and Shepherd",258.06,420.49,6.94,28x23x6,Magenta,Wood,2023-09-03,False
P000280,Organic bifurcated software,Electronics,"Wood, Beck and Brown",619.95,339.39,5.66,24x45x17,DarkTurquoise,Metal,2023-04-16,True
P000281,Diverse methodical array,Beauty,"Ali, Nelson and Robbins",667.85,463.61,3.94,30x45x6,MediumSpringGreen,Plastic,2023-06-14,True
P000282,Advanced national contingency,Clothing,Ortiz Ltd,624.36,391.56,8.71,24x50x16,LemonChiffon,Polyester,2025-01-31,True
P000283,Organized uniform algorithm,Toys,Turner-King,727.67,100.78,4.54,14x21x10,Peru,Leather,2023-05-16,True
P000284,Versatile local system engine,Home & Garden,"Baker, Hendricks and Sweeney",50.23,143.16,2.72,20x47x13,DarkMagenta,Plastic,2025-06-07,True
P000285,Automated methodical hub,Home & Garden,Jones Inc,712.59,81.63,1.62,30x48x6,LightSalmon,Leather,2024-07-31,True
P000286,Quality-focused incremental solution,Home & Garden,Buckley-Todd,792.01,277.33,0.82,30x43x12,RoyalBlue,Metal,2024-02-20,True
P000287,Ameliorated coherent secured line,Toys,"Booker, Porter and Stevens",510.09,210.89,5.42,15x32x12,CadetBlue,Metal,2024-10-21,True
P000288,Stand-alone foreground instruction set,Books,Watson-Sanchez,367.19,113.13,7.55,43x40x5,DarkCyan,Plastic,2023-07-13,True
P000289,Re-engineered asymmetric help-desk,Home & Garden,"Sexton, Brooks and Henderson",247.94,322.92,9.19,25x12x15,Lavender,Cotton,2025-05-30,True
P000290,Configurable 3rdgeneration process improvement,Home & Garden,"Walker, Hammond and Francis",264.02,363.37,0.34,43x33x19,LemonChiffon,Cotton,2024-03-29,True
P000291,Intuitive system-worthy synergy,Books,Romero Inc,899.3,100.29,5.19,16x20x5,MediumBlue,Leather,2023-10-11,True
P000292,Stand-alone analyzing model,Clothing,"Mack, Herrera and Wilson",673.63,387.92,8.66,37x16x11,PaleTurquoise,Polyester,2022-10-26,False
P000293,Innovative bi-directional monitoring,Beauty,Scott-Barnes,818.59,40.7,6.89,11x39x15,YellowGreen,Plastic,2023-05-08,True
P000294,Secured transitional conglomeration,Electronics,Moore Group,63.73,398.14,5.63,46x24x13,OliveDrab,Cotton,2024-12-08,False
P000295,Fully-configurable explicit projection,Home & Garden,Boyd-Flynn,633.92,219.35,0.27,17x44x5,Crimson,Leather,2024-01-02,True
P000296,Phased bandwidth-monitored array,Toys,Walter LLC,748.49,27.53,8.5,32x42x8,Purple,Wood,2024-05-14,True
P000297,Profound zero administration focus group,Sports,"Nelson, Hines and Schultz",95.64,383.81,4.43,35x11x20,GreenYellow,Metal,2024-04-02,True
P000298,Advanced directional installation,Clothing,Aguirre Ltd,749.29,399.4,8.51,28x50x9,MediumOrchid,Wood,2023-01-21,True
P000299,De-engineered multimedia hardware,Electronics,Cole-Palmer,557.99,279.76,1.32,10x46x17,DeepPink,Polyester,2024-11-03,True
P000300,Synergistic fresh-thinking attitude,Books,Davis-Summers,217.95,372.01,7.29,23x36x9,WhiteSmoke,Metal,2024-12-22,True
P000301,Down-sized web-enabled secured line,Clothing,Gray Group,620.72,130.11,1.23,46x13x19,BlueViolet,Leather,2023-01-10,True
P000302,Triple-buffered modular software,Books,Sanders-Fitzpatrick,674.97,129.09,2.05,47x41x15,SkyBlue,Wood,2025-06-08,True
P000303,Multi-layered stable paradigm,Beauty,"Rivas, Henry and Hendrix",658.92,54.52,6.23,22x30x20,PeachPuff,Cotton,2024-06-03,True
P000304,Ameliorated real-time capacity,Sports,"Ponce, Anderson and Palmer",662.83,348.26,1.61,46x33x15,Bisque,Cotton,2023-11-21,True
P000305,Team-oriented homogeneous info-mediaries,Electronics,Anderson Group,320.08,393.9,7.15,37x27x16,Salmon,Metal,2025-04-25,True
P000306,Object-based impactful circuit,Home & Garden,White PLC,468.22,182.58,3.12,45x16x10,NavajoWhite,Leather,2023-08-22,True
P000307,Multi-channeled context-sensitive superstructure,Toys,"Collins, Rodriguez and Estrada",287.81,414.09,8.92,22x26x7,Gainsboro,Leather,2022-08-14,True
P000308,Multi-lateral attitude-oriented productivity,Electronics,"Newman, Brown and Morrow",851.09,317.66,8.15,47x35x11,Brown,Plastic,2024-11-16,True
P000309,Customizable 5thgeneration model,Sports,Lopez-Holmes,895.05,272.14,6.57,19x33x17,DarkKhaki,Metal,2023-03-18,True
P000310,Optimized 24/7 extranet,Clothing,"Delgado, Russell and Beard",470.05,257.65,4.03,42x10x12,SandyBrown,Polyester,2024-04-29,True
P000311,Quality-focused 4thgeneration knowledgebase,Toys,"Nguyen, Potter and Green",519.0,225.88,1.87,46x19x20,Coral,Wood,2023-02-17,True
P000312,Devolved motivating ability,Clothing,Smith-Macias,763.86,119.72,2.72,24x12x11,YellowGreen,Polyester,2024-11-12,True
P000313,Focused multimedia firmware,Home & Garden,Warren-Rodriguez,474.98,230.05,0.56,30x16x13,Chartreuse,Leather,2024-05-02,True
P000314,Re-engineered secondary Local Area Network,Sports,Scott-Lee,548.91,91.06,6.57,33x47x7,LightGray,Polyester,2023-08-12,True
P000315,Right-sized static attitude,Home & Garden,"Turner, Camacho and Jones",972.95,115.34,4.12,32x41x20,HotPink,Polyester,2023-12-07,True
P000316,Ergonomic coherent access,Sports,Vance-Henson,883.21,222.75,2.38,42x27x11,Tan,Metal,2025-01-14,True
P000317,Customer-focused 24/7 contingency,Clothing,"Roach, Cortez and Smith",368.6,360.06,1.27,24x36x15,White,Leather,2023-05-26,True
P000318,Multi-layered systemic Internet solution,Home & Garden,Smith-Atkinson,678.48,242.12,5.95,36x11x12,Aquamarine,Plastic,2023-10-20,True
P000319,Cross-group 3rdgeneration focus group,Sports,Santiago-Sherman,596.42,71.69,5.18,46x19x6,DarkGreen,Metal,2023-03-07,True
P000320,Assimilated solution-oriented framework,Clothing,"Navarro, Strickland and Price",521.47,205.7,9.7,50x11x14,MediumAquaMarine,Plastic,2025-07-09,True
P000321,Grass-roots web-enabled structure,Home & Garden,Ward-Levy,610.46,238.35,4.87,24x36x9,BurlyWood,Polyester,2022-10-30,True
P000322,Self-enabling interactive array,Sports,Richards-Weeks,663.05,135.94,7.27,31x39x7,Tomato,Metal,2023-10-25,False
P000323,Customer-focused client-server hierarchy,Home & Garden,Berry PLC,140.89,13.2,5.27,42x36x9,DarkOliveGreen,Polyester,2024-01-19,True
P000324,Assimilated 24hour success,Clothing,Payne PLC,481.11,309.3,0.49,44x42x8,SandyBrown,Plastic,2023-07-08,False
P000325,Horizontal holistic interface,Beauty,Hall Group,139.03,303.72,8.29,37x43x18,Snow,Wood,2024-02-18,True
P000326,Customer-focused demand-driven access,Beauty,Diaz Inc,534.52,118.6,8.04,34x32x8,Teal,Cotton,2024-07-03,True
P000327,Right-sized reciprocal frame,Books,Morris-Watkins,482.37,120.09,8.6,28x48x18,ForestGreen,Wood,2024-10-10,True
P000328,Re-engineered background collaboration,Electronics,"Moreno, Anderson and Smith",712.06,395.76,5.82,17x43x5,BlanchedAlmond,Cotton,2025-02-19,True
P000329,Grass-roots foreground neural-net,Beauty,Steele LLC,806.24,207.38,1.16,37x47x13,Green,Wood,2024-09-11,False
P000330,Customer-focused next generation moderator,Sports,Sanchez LLC,371.99,141.4,6.84,23x36x20,LightGray,Metal,2025-01-01,True
P000331,Optimized methodical project,Sports,"Morrison, Brown and Collins",559.36,130.62,3.14,32x35x9,Coral,Leather,2022-12-03,True
P000332,Virtual object-oriented focus group,Beauty,Wright-Bailey,237.47,392.64,9.5,16x23x17,PapayaWhip,Wood,2025-02-01,True
P000333,Digitized composite focus group,Clothing,"Castro, Franco and Ruiz",395.21,319.76,8.06,19x40x18,Silver,Plastic,2024-03-01,True
P000334,Multi-channeled bi-directional portal,Books,Knight-Reid,229.55,44.62,0.47,34x35x14,OliveDrab,Leather,2024-02-03,True
P000335,Programmable fresh-thinking concept,Toys,"Brown, Newman and Estrada",822.03,321.94,4.45,22x43x14,GreenYellow,Metal,2024-06-30,True
P000336,Compatible cohesive data-warehouse,Toys,Love-Davis,603.52,260.33,2.39,20x12x16,Brown,Metal,2025-03-06,True
P000337,Proactive bifurcated process improvement,Clothing,Moss-Russell,95.97,141.59,4.05,35x35x11,Brown,Polyester,2025-06-29,True
P000338,Face-to-face neutral toolset,Beauty,Oliver-Ibarra,706.59,459.99,5.54,45x47x16,LightCyan,Wood,2024-06-07,True
P000339,Future-proofed bifurcated utilization,Clothing,Collier and Sons,610.3,101.29,9.3,46x10x13,LightBlue,Metal,2024-07-07,False
P000340,Assimilated interactive functionalities,Sports,"Maddox, Brown and Harris",115.4,40.83,3.01,17x42x13,BlanchedAlmond,Polyester,2023-04-25,True
P000341,Enterprise-wide real-time open architecture,Beauty,"Tyler, Alvarez and Quinn",448.34,191.65,4.89,25x31x19,IndianRed,Leather,2023-10-12,False
P000342,Focused scalable service-desk,Sports,Sheppard-Sandoval,863.4,243.58,2.65,34x50x12,LimeGreen,Leather,2025-06-13,True
P000343,Pre-emptive non-volatile firmware,Toys,Friedman Group,322.57,477.95,5.21,10x26x12,LightSteelBlue,Wood,2025-05-02,True
P000344,Decentralized system-worthy Local Area Network,Home & Garden,"Lawrence, Giles and Williams",676.96,411.43,0.85,21x40x15,LightGoldenRodYellow,Wood,2024-04-29,True
P000345,Proactive intangible structure,Sports,Nelson Inc,276.39,473.82,6.86,22x41x11,LightSteelBlue,Metal,2022-10-10,True
P000346,Seamless homogeneous alliance,Toys,"Gordon, Jacobson and Alvarado",272.75,118.46,8.37,49x32x9,RoyalBlue,Plastic,2023-11-03,True
P000347,User-friendly attitude-oriented approach,Electronics,Cooper-Smith,679.05,333.39,6.18,44x12x20,Turquoise,Wood,2023-01-10,True
P000348,User-friendly content-based leverage,Home & Garden,Sandoval-Wong,899.14,441.09,5.79,27x41x10,DarkSeaGreen,Polyester,2023-04-21,True
P000349,Profit-focused system-worthy initiative,Home & Garden,Hogan-Ward,229.87,290.45,0.64,37x40x6,NavajoWhite,Polyester,2023-10-05,True
P000350,Managed eco-centric collaboration,Home & Garden,Wells Ltd,861.8,389.07,4.63,17x43x19,MidnightBlue,Wood,2025-05-17,True
P000351,Quality-focused stable initiative,Electronics,Kramer Ltd,677.36,192.82,1.1,33x49x13,DarkRed,Metal,2023-01-02,True
P000352,Virtual clear-thinking initiative,Clothing,"Bean, Alvarez and Davenport",276.71,479.47,3.5,21x41x18,Orange,Metal,2025-03-07,False
P000353,Persistent composite encoding,Beauty,Garcia-Austin,754.67,185.71,4.07,38x21x9,SeaShell,Polyester,2025-06-21,True
P000354,Assimilated client-server Graphic Interface,Toys,Hendricks-Moreno,108.87,138.62,2.43,37x34x11,Peru,Metal,2025-06-11,True
P000355,Reactive web-enabled info-mediaries,Home & Garden,"Fields, Jenkins and White",807.61,92.42,5.05,50x43x15,Chartreuse,Cotton,2024-07-23,True
P000356,Upgradable exuding hierarchy,Books,Thompson Group,566.52,286.08,4.04,20x13x11,RosyBrown,Wood,2024-03-02,False
P000357,Enhanced cohesive definition,Toys,"Smith, Stewart and Bryant",633.56,227.68,3.41,33x33x13,MediumSpringGreen,Wood,2023-02-06,True
P000358,Re-contextualized full-range architecture,Home & Garden,Johnson-Rodriguez,130.03,434.35,9.63,22x46x10,MediumOrchid,Wood,2024-06-14,True
P000359,Networked reciprocal groupware,Books,Parsons-Williams,676.46,246.31,7.39,15x34x14,MediumSpringGreen,Cotton,2024-08-31,True
P000360,Robust explicit orchestration,Toys,Bullock Group,175.9,404.82,3.44,50x49x17,RoyalBlue,Plastic,2023-03-01,True
P000361,Persistent asynchronous productivity,Clothing,"Robertson, Mcdonald and Huff",350.19,160.17,6.56,27x48x17,BlueViolet,Wood,2023-10-21,False
P000362,Proactive homogeneous installation,Toys,Randall-Hill,864.18,184.77,5.91,38x36x10,MediumTurquoise,Metal,2024-10-20,True
P000363,Optimized asynchronous complexity,Clothing,Alvarado-Hall,730.49,332.7,9.41,15x23x10,WhiteSmoke,Cotton,2022-10-27,True
P000364,Mandatory hybrid capacity,Electronics,"Jones, Barnes and Martin",73.15,439.95,5.53,11x35x7,Silver,Plastic,2024-06-24,True
P000365,Configurable optimizing benchmark,Sports,Thompson-Knight,163.72,329.14,8.87,29x24x12,Brown,Leather,2024-07-10,True
P000366,Progressive mobile benchmark,Home & Garden,"Buchanan, Jenkins and Cox",630.22,69.98,8.4,11x12x16,DarkMagenta,Wood,2022-10-31,False
P000367,Persevering bandwidth-monitored moratorium,Home & Garden,James-Morales,975.23,272.59,2.8,38x18x10,Magenta,Polyester,2024-12-20,False
P000368,Progressive client-server paradigm,Beauty,Smith-Johns,751.42,439.26,4.41,50x50x14,Indigo,Wood,2023-11-14,False
P000369,Vision-oriented executive Graphic Interface,Sports,Boyle-Melendez,234.86,49.33,3.15,36x26x9,Violet,Wood,2024-12-24,True
P000370,Innovative needs-based solution,Electronics,Martin Ltd,528.08,380.36,1.45,28x40x5,LightGoldenRodYellow,Leather,2023-12-09,False
P000371,Advanced zero administration structure,Toys,"Harvey, Parker and Robinson",482.3,9.52,4.36,28x48x12,Cyan,Plastic,2025-04-17,True
P000372,Diverse explicit approach,Clothing,"Lowe, Evans and Roberts",417.62,282.47,4.01,20x34x17,DarkSlateGray,Metal,2022-12-02,True
P000373,Configurable impactful initiative,Electronics,"Stephens, Lee and Arellano",428.02,123.58,7.67,49x27x14,Khaki,Leather,2022-08-08,True
P000374,Object-based asynchronous analyzer,Home & Garden,Moses Inc,196.12,38.89,1.45,17x50x19,LavenderBlush,Polyester,2024-09-09,False
P000375,Cross-group national success,Books,Banks Group,703.47,248.54,3.27,19x13x5,FireBrick,Metal,2023-09-27,True
P000376,Enterprise-wide incremental Graphic Interface,Books,"White, Shaw and Cook",276.5,359.02,7.3,24x15x9,NavajoWhite,Plastic,2025-04-17,False
P000377,Enterprise-wide grid-enabled process improvement,Clothing,Harris-Gray,348.49,159.23,8.01,33x39x6,Sienna,Wood,2023-03-31,True
P000378,Cross-group tertiary moderator,Toys,Anderson LLC,753.06,77.31,2.74,35x14x20,Cornsilk,Metal,2023-11-19,True
P000379,Re-engineered regional solution,Toys,"Price, Ballard and French",257.58,193.88,0.22,25x34x19,MediumVioletRed,Metal,2024-05-02,True
P000380,Synergized motivating service-desk,Clothing,Hobbs-Rice,466.23,386.64,5.26,23x40x17,LightSkyBlue,Leather,2024-01-24,True
P000381,Versatile 6thgeneration firmware,Books,"Smith, Oneal and Anderson",167.03,365.48,7.47,45x43x8,Beige,Wood,2025-05-09,False
P000382,Public-key methodical installation,Beauty,Evans PLC,305.82,183.41,0.62,23x17x12,Magenta,Leather,2023-10-12,False
P000383,Fully-configurable grid-enabled focus group,Books,Morrison-Davis,24.92,398.22,5.89,35x25x5,ForestGreen,Plastic,2023-07-22,False
P000384,Open-architected methodical focus group,Beauty,Burns Ltd,600.25,188.84,0.99,20x41x7,AliceBlue,Leather,2025-06-18,True
P000385,Diverse intermediate monitoring,Toys,"Smith, Harris and Carey",628.88,34.59,6.48,44x16x9,GhostWhite,Cotton,2024-05-18,True
P000386,Front-line methodical attitude,Books,"Garner, Greene and Diaz",981.86,395.34,7.59,38x22x5,YellowGreen,Leather,2024-06-14,False
P000387,Synergized zero tolerance interface,Books,"Newton, Lewis and Mooney",727.16,129.09,0.49,38x45x14,PeachPuff,Polyester,2023-10-10,False
P000388,Fully-configurable uniform instruction set,Clothing,Morrison Group,571.03,274.09,3.3,39x27x10,NavajoWhite,Plastic,2023-09-18,True
P000389,Configurable bifurcated throughput,Home & Garden,Walker-Hernandez,302.72,135.36,3.73,10x50x17,LawnGreen,Leather,2023-06-25,True
P000390,Programmable methodical interface,Electronics,"Wilson, Howell and Anderson",623.54,185.22,6.24,30x14x17,BurlyWood,Metal,2024-10-10,False
P000391,Profound 3rdgeneration alliance,Toys,Brown Group,555.95,308.45,3.29,30x17x8,GhostWhite,Polyester,2025-03-08,True
P000392,Diverse bandwidth-monitored moderator,Electronics,Hernandez Ltd,836.84,69.24,8.75,22x16x20,Gainsboro,Metal,2023-06-20,True
P000393,Cloned clear-thinking software,Electronics,Hammond LLC,575.3,418.97,6.61,43x49x13,Silver,Plastic,2023-06-08,True
P000394,Inverse multi-tasking utilization,Clothing,Rivers-Wang,609.89,40.08,9.31,23x41x7,Green,Cotton,2023-12-14,True
P000395,Enterprise-wide directional solution,Books,"Anderson, Miller and Logan",562.44,469.43,4.22,33x13x13,HoneyDew,Polyester,2023-07-13,True
